card_no,drug_name,drug_company,drug_brand,nhs_number,available_cities,store_phone,user_email_address,user_name,user_spoken_language,user_gender,purchase_date
5602254684327699,Biophex,Advanced Generic Corporation,Xyntha,4890828788,Duvergé,(267) 4027390,nsteers3s@sbwire.com,Nolly Steers,Swati,M,2021-12-24
3537090765485344,Australian Gold,"Prime Packaging, Inc.",Doxycycline Monohydrate,4755599032,Pathum Thani,(553) 7268156,nbigglestone3t@vkontakte.ru,Nanette Bigglestone,Chinese,M,2022-09-02
4903148244824879330,Robinul Forte,Shionogi Inc.,Alcohol Prep Pads - Non Sterile,6590977313,Ipoh,(793) 2564165,crosa3u@pinterest.com,Constantina Rosa,Punjabi,F,2022-05-21
4041597457019,Sotalol Hydrochloride,Apotex Corp.,Earwax Removal Kit,0942537033,L'Île-Perrot,(399) 3217509,pnanetti3v@opera.com,Padraig Nanetti,Dzongkha,M,2022-02-07
3544309557867837,Captopril,Major Pharmaceuticals,BareMinerals Fair Matte,5226072937,Gardutanjak,(877) 3011907,frymill3w@ycombinator.com,Faith Rymill,Spanish,F,2022-03-28
3569233708440619,Headache Congested,Washington Homeopathic Products,Borago Nicotiana,4639862504,Salamwates,(828) 9184188,acamacke3x@google.co.uk,Angie Camacke,Dhivehi,M,2022-05-13
6333953441870733682,Energize,Apothica Company,Zortress,2390052800,Pantai Ceuremen,(657) 1695976,bfairy3y@a8.net,Barnard Fairy,Swedish,F,2021-11-20
4261073609327,SmartMouth,Triumph Pharmaceuticals Inc.,Mirapex,9098803180,Santa Ana Huista,(472) 7069618,bcokayne3z@amazonaws.com,Bendix Cokayne,Quechua,M,2021-09-18
5590283764387665,SUNMARK NICOTINE TRANSDERMAL SYSTEM,"Novartis Consumer Health, Inc.",Pentoxifylline,1222062992,Yucun,(193) 5491999,astringer40@walmart.com,Agna Stringer,English,F,2022-05-02
67715856490325503,BANANA BOAT,Energizer Personal Care LLC,Petroleum Skin Protectant,0955107164,Łęki Szlacheckie,(753) 5721621,cryland41@psu.edu,Chrotoem Ryland,Dzongkha,F,2022-01-04
3533544136661649,Alprazolam,"Aphena Pharma Solutions - Tennessee, LLC",Terazosin Hydrochloride Anhydrous,8183060714,Morant Bay,(362) 2219583,frocca42@independent.co.uk,Franz Rocca,Telugu,M,2022-06-25
3543477462243633,hemorrhoidal,H E B,LidoCream 5,6189210988,A’yi Take,(861) 7734619,adunkley43@geocities.jp,Archambault Dunkley,Irish Gaelic,M,2022-01-03
3534133124585314,Amlodipine Besylate,"Physicians Total Care, Inc.",PediaCare Childrens Allergy and Cold,6967194216,Malhou,(723) 3842651,mmulderrig44@biglobe.ne.jp,Myron Mulderrig,Georgian,F,2022-05-29
5602248417592355,Mimvey Lo,Teva Pharmaceuticals USA Inc,Antibacterial Citrus Fresh,3109294680,Turanj,(922) 6238439,groxburgh45@nba.com,Gilbert Roxburgh,Persian,M,2021-11-11
5602236017391021,Reguloid,Rugby Laboratories,CENTER-AL - HOUSE DUST,7161711258,Bystrytsya,(137) 7148295,rbrikner46@deviantart.com,Ralina Brikner,Georgian,M,2022-05-07
201484824858990,Depression - Mood Support,"Newton Laboratories, Inc.",Methadone Hydrochloride,3562359675,Pichilemu,(604) 7406895,mkittley47@cornell.edu,Maurene Kittley,Dari,F,2022-03-22
3563376643487488,Oxygen,"Medicor Homecare, Inc.",Spider Sense Spider-Man Pediatric,5402390142,Lagoa Santa,(643) 7029538,lstivani48@surveymonkey.com,Lethia Stivani,Georgian,M,2021-11-23
5100177597158835,Coconut,The Body Shop Wake Forest,Arnica Aurum Equisetum,3926631740,Panshan,(316) 2566735,bbeadles49@marriott.com,Baird Beadles,Moldovan,F,2022-04-23
3586678941205865,Night Time Cough and Sore Throat Cool Blast,CVS,Phenytoin,6734284379,Benniu,(601) 2940610,hdi4a@163.com,Hayley di Rocca,Persian,M,2021-11-01
4329280650879,DELFLEX,Fresenius Medical Care North America,Riluzole,6895252525,Maji,(685) 4239826,nkmietsch4b@google.cn,Nick Kmietsch,Pashto,F,2022-05-02
201520530372311,Ziprasidone Hydrochloride,Cardinal Health,Plantar Wart Removers,2169255095,Karmaskaly,(263) 1703482,ptutin4c@sohu.com,Porter Tutin,Spanish,F,2022-04-27
5602240466087155,SULINDAC,"Mutual Pharmaceutical Company, Inc.",Anti-Bacterial Hand,5910785907,Thị Trấn Ngải Giao,(694) 1072601,zellershaw4d@ebay.com,Zonnya Ellershaw,Kannada,F,2022-02-15
5317583735503346,Hemorrhoids Bruises,Natural Health Supply,Miconazole 3,3780662698,Bizerte,(998) 3418761,singerman4e@amazon.co.uk,Salomone Ingerman,Dari,F,2021-11-22
5469750408079278,Mesna,Sagent Pharmaceuticals,Acetylcysteine,5988340741,Loivos,(567) 3007950,oblazewski4f@wunderground.com,Orazio Blazewski,Swati,M,2021-12-12
3543541045083186,Hizentra,CSL Behring AG,ibuprofen,3508968898,Przemyśl,(521) 6121992,santoni4g@purevolume.com,Sherman Antoni,Dhivehi,M,2021-09-12
3570311190393434,Levofloxacin,Proficient Rx LP,Anti-Aging Hydra Tint SPF 20 Shade 40,1795537116,Sumqayıt,(996) 2990733,twarboy4h@un.org,Therese Warboy,Hungarian,F,2021-09-26
3540958377630322,Anti-Aging Vitamin Complex 7-in-1 Broad Spectrum SPF15 Sunscreen,American Sales Company,OXYCODONE HYDROCHLORIDE,3168594350,Tromsø,(110) 7554507,anizet4i@vkontakte.ru,Angelica Nizet,Papiamento,F,2021-09-23
3565323498487013,Diphenhydramine,REMEDYREPACK INC.,AVANDARYL,3904331809,Kamenka,(600) 1569455,owetheril4j@angelfire.com,Oliver Wetheril,Amharic,M,2022-03-25
30366046489117,Anti-itch,"Medline Industries, Inc.",Ulta,0195802802,Chucatamani,(990) 6779008,emattheus4k@feedburner.com,Elisabet Mattheus,Danish,F,2021-12-18
4405452453528669,Diphenhydramine HCl,Cardinal Health,Ciprofloxacin,8199154950,Barengkok,(543) 8278333,tmaden4l@google.ca,Theodoric Maden,Bulgarian,M,2022-08-27
3536418643518237,ENGERIX-B,GlaxoSmithKline Biologicals SA,SUPRANE,5944577673,Logroño,(111) 7157902,lbillingsly4m@360.cn,Leeland Billingsly,Malagasy,M,2022-06-12
30067880197093,good neighbor pharmacy nasal,Amerisource Bergen,ANTIBACTERIAL HAND SANITIZER,2846194777,Olovyannaya,(813) 1937861,dmogra4n@reverbnation.com,Daren Mogra,Kannada,F,2022-07-23
3543782967002768,Dr. Young 2P Pearl Brightening Balm SPF35 PA,"The Doctors Cosmetics Co., Ltd",Alprazolam,7818741879,Beaumont,(248) 5625085,tfilippone4o@unicef.org,Thayne Filippone,Armenian,M,2021-11-02
201633554847157,No7 Lift and Luminate Foundation Sunscreen Broad Spectrum SPF 15 Deeply Beige,BCM Cosmetique SAS,Vimovo,5507144796,Trat,(460) 8532199,nbullick4p@reuters.com,Nataline Bullick,Luxembourgish,F,2022-06-12
4484951196726,ZENPEP,"Aptalis Pharma US, Inc.",Hepar Magnesium 6 Special Order,1407632299,Arvika,(811) 2100479,rwardell4q@geocities.com,Rickie Wardell,Oriya,F,2022-07-07
4041377399720,Meijer,Energizer Personal Care LLC,Monoclate-P,8152112569,Merlo,(915) 7863128,jpatty4r@craigslist.org,Jemmy Patty,Bosnian,M,2021-11-09
4652355942328031,Pancreaforce,"BioActive Nutritional, Inc.",Montelukast Sodium,4165612898,Selorejo,(602) 5691011,nconichie4s@wisc.edu,Nappy Conichie,Latvian,F,2021-11-15
677102222662895673,Treatment Set TS331802,"Antigen Laboratories, Inc.",Alprazolam,9927085338,San Isidro,(968) 4486646,tgreedy4t@nyu.edu,Tandie Greedy,Albanian,M,2022-01-10
4041378348893085,Lungs and Bronchial Relief,King Bio Inc.,Night Time,0915120798,Ruyigi,(957) 9530523,lklageman4u@stanford.edu,Lazare Klageman,Gujarati,F,2021-10-21
5274839709392020,Montelukast Sodium,Bryant Ranch Prepack,No7 Beautiful Skin Day Normal Oily Sunscreen Broad Spectrum SPF 15,4460221810,Barobo,(248) 1966517,rabrahim4v@jalbum.net,Rora Abrahim,Hiri Motu,M,2022-07-25
3546852341772191,Metformin Hydrochloride,Cardinal Health,LBEL EFFET PARFAIT MINERAL NATURAL SKIN EFFECT MOUSSE FOUNDATION SPF 16,0262795418,Sevaster,(654) 3080601,bscotchford4w@skype.com,Bord Scotchford,Haitian Creole,M,2021-11-09
4917839469050624,BENZOYL PEROXIDE,TriMarc Labs,Oxybutynin Chloride,1803280484,Jiadingzhen,(798) 7305391,frosenfield4x@stanford.edu,Fredric Rosenfield,Bengali,M,2021-09-08
4431964066711134,"Butalbital, Acetaminophen and Caffeine","H.J. Harkins Company, Inc.",Ibuprofen,0792838432,Xiangshan,(651) 5672188,aprentice4y@comcast.net,Arabel Prentice,Filipino,F,2022-01-17
3559546583425336,Neurospora crassa,"Antigen Laboratories, Inc.",All Day Moisture,2054777722,Latacunga,(954) 5971149,ewinterburn4z@webs.com,Elaina Winterburn,Japanese,F,2022-08-18
4041370067305201,Lovastatin,"Carlsbad Technology, Inc.",APIS MELLIFICA,1584880740,Minami-rinkan,(427) 1888477,hodger50@squidoo.com,Hilly Odger,Armenian,M,2022-03-07
3584268519305016,Citalopram,"Blu Pharmaceuticals, LLC",AHC Complex Choice EGF Booster,1143321537,Cassilândia,(584) 6658923,lconybear51@slashdot.org,Lynna Conybear,Estonian,F,2022-08-13
372301856938008,LBEL Couleur luxe rouge irresistible maximum hydration SPF 17,Ventura International LTD,Banana Boat Ultra Defense Sheer Protect SPF 30,3565296526,Huanshi,(369) 8837358,hlickess52@google.co.uk,Hubey Lickess,Malayalam,M,2022-03-22
6376706822530890,Pac-Dent Top Gel,"Pac-Dent International, Inc.",PLACENTA EX EMULSION,8956150621,Bulu,(600) 5109110,mmcclenaghan53@weather.com,Mehetabel McClenaghan,Lao,M,2021-09-18
3578347854008704,NuLYTELY With Flavor Packs,"Braintree Laboratories, Inc.",Dr. Babor Purity Cellular Ultimate Blemish Reducing Duo,9485170955,Wongaya Kaja,(631) 4826003,ayonnie54@cornell.edu,Aymer Yonnie,Hiri Motu,M,2022-04-21
63045014519032805,Alfuzosin Hydrochloride,"AvKARE, Inc.",Clotrimazole and Betamethasone Dipropionate,8296523485,San Bernardo,(950) 8587187,ccoal55@elpais.com,Cilka Coal,Malagasy,F,2022-07-28
560221938548912960,Flu Relief Therapy Night Time,Good Neighbor Pharmacy,Diovan HCT,6650112380,Qimantage,(681) 3461904,yguly56@npr.org,Yancey Guly,Kannada,F,2021-11-09
3561359189399590,NITROUS OXIDE,Air Liquide America Specialty Gases LLC,"Rye Grass, Perennial Standardized",7255816045,Tsagaan-Ovoo,(935) 8863667,alafuente57@yellowbook.com,Ad Lafuente,Malay,F,2022-02-24
5010122050787901,topcare day time cold and flu severe,Topco Associates LLC,Winterfat Pollen,2145529993,Nirji,(544) 5531163,mchalliss58@ebay.com,Mercy Challiss,Amharic,M,2022-06-07
3530221038168196,APRIL Bath and Shower Anti-bacterial Hand 3 Pack,"Greenbrier International, Inc.",Gerbil Epithelium,9960542602,Bārkhān,(620) 5454177,arichfield59@cocolog-nifty.com,Addison Richfield,Azeri,M,2022-04-15
5421043678640533,Rouge Dior 840 Crimson Serum,Parfums Christian Dior,Aurum 17 Special Order,0948654317,Pakuncen,(308) 9246853,msouten5a@un.org,Martino Souten,Georgian,M,2021-09-26
373158395672970,Zovia 1/35E-28,"Watson Pharma, Inc.",Loratadineantihistamine,6936458920,Banjar Bongangede,(466) 2628801,jwreak5b@reference.com,Jozef Wreak,Croatian,M,2022-02-24
4405420146760882,Donepezil Hydrochloride,"NCS HealthCare of KY, Inc dba Vangard Labs",Ampicillin and Sulbactam,2812722827,Zhongshanlu,(946) 8687131,iluetchford5c@mysql.com,Inger Luetchford,Tswana,M,2021-09-19
3540385201112667,Simvastatin,"H.J. Harkins Company, Inc.",Mitomycin,3569643603,La Ceja,(843) 8245770,gspeedin5d@icq.com,Gearalt Speedin,Punjabi,F,2021-11-20
3535334259949064,Pentoxifylline,"AvKARE, Inc.",Definity,1517483611,Smoky Lake,(307) 4904418,aatwool5e@answers.com,Aldis Atwool,Norwegian,M,2022-03-23
67615653207302771,Amazonian Clay 12-Hour Full Coverage Foundation Broad Spectrum SPF 15 Sunscreen,"Tarte, Inc",Daytime Cough and Cold,6725729770,Keroak,(608) 7514179,ngriswaite5f@sciencedirect.com,Nichol Griswaite,Yiddish,M,2022-02-03
4913449680730675,Infants Gas Relief Drops,Select Brand,rifabutin,6922649923,Haykashen,(255) 5665674,aleithgoe5g@deviantart.com,Aile Leithgoe,Dutch,F,2022-09-04
30380367939527,All Day Allergy,P and L Development of New York Corporation,Hydrocodone Bitartrate and Acetaminophen,3997506582,Narowlya,(467) 1777260,smazonowicz5h@usgs.gov,Shelley Mazonowicz,Latvian,M,2022-01-29
633488004219541902,Thioridazine Hydrochloride,Mylan Pharmaceuticals Inc.,Groundsel,9210111273,Chok Chai,(797) 4776211,ckobel5i@google.de,Cecilio Kobel,Finnish,M,2022-04-22
3528338422593807,Carduus Oxalis Special Order,Uriel Pharmacy Inc.,SHISEIDO RADIANT LIFTING FOUNDATION,2694564615,Troitskoye,(484) 4609053,glighten5j@issuu.com,Georgeanna Lighten,Estonian,M,2021-11-29
630475687040491379,Ranitidine Hydrochloride,Zydus Pharmaceuticals (USA) Inc.,OHUI Wrinkle Science wrinkle repair eye,9279321218,Huanglin,(538) 6717903,cedgecumbe5k@scientificamerican.com,Calv Edgecumbe,Dhivehi,M,2022-02-24
6759254649512672496,Fluoxetine,"Pharmaceutical Associates, Inc.",Prednisone,6552739206,Zhuli,(899) 5167567,rpuddefoot5l@soundcloud.com,Ricky Puddefoot,Malayalam,M,2021-11-30
3554708654256108,SHISEIDO UV PROTECTIVE FOUNDATION,SHISEIDO AMERICAS CORPORATION,ENALAPRIL MALEATE,0559632150,Vellinge,(929) 5170650,rlessmare5m@wikia.com,Roch Lessmare,Assamese,F,2021-09-29
6304679018159237,Polytrim,A-S Medication Solutions LLC,Lemon,8923384755,Kil,(253) 2490155,meller5n@clickbank.net,Mannie Eller,Zulu,F,2022-04-21
201593485310800,Klor-Con,Cardinal Health,Kali bichromicum,5515563549,Chenôve,(770) 1355319,mwrankling5o@bloomberg.com,Marga Wrankling,Gagauz,F,2022-05-06
3551789581794745,ZIT ZAPPER,J. A. Cosmetics U.S. INC,Cough and Cold Relief,8966119905,Malangwa,(273) 2587934,kburhill5p@wikimedia.org,Kristin Burhill,Latvian,M,2022-03-04
3563448361096344,ALLERGY,HOMEOLAB USA INC.,Ethambutol,8480345071,Novopokrovka,(433) 5189102,aoldridge5q@google.cn,Alidia Oldridge,Hindi,F,2021-10-17
3573971421359244,Hydralazine Hydrochloride,Clinical Solutions Wholesale,Select-OB Plus DHA,7210329935,Cape Town,(138) 1180949,mpetican5r@newyorker.com,Maressa Petican,Northern Sotho,F,2022-01-08
5020321587869046,Acremonium strictum,"Nelco Laboratories, Inc.",Chemseptic,4027207173,Huili,(924) 7740164,elewsley5s@accuweather.com,Eveline Lewsley,Czech,M,2022-03-16
3544849494455766,Fairly Medium Foundation SPF 15,Bare Escentuals Beauty Inc.,PedvaxHIB,5331099521,Sunchales,(261) 3209903,dkinman5t@spotify.com,Dolores Kinman,Sotho,M,2021-12-29
5100147915221714,Bio Oak,"BioActive Nutritional, Inc.",Oxygen,6950853009,Kilifi,(773) 6228338,sfeatherstone5u@altervista.org,Standford Featherstone,Georgian,F,2022-02-28
201672615010389,Biogtuss,Advanced Generic Corporation,12 hour cough relief,9352370538,Sambungjaya,(694) 6480108,lcaras5v@europa.eu,Lotta Caras,Hindi,F,2022-03-10
3553466844443406,Losartan Potassium,REMEDYREPACK INC.,DIARRHEA,2196301302,Cikajang,(242) 9368413,wroderigo5w@samsung.com,Wildon Roderigo,Dutch,M,2022-08-08
3542637822232581,Vagisil Medicated Wipes,Combe Incorporated,Treatment Set TS340987,9443835762,Zhoushizhuang,(810) 7319925,wbilbie5x@examiner.com,Wilmette Bilbie,Arabic,F,2021-12-06
5602246804056463,TheraDerm Pain Relieving Patch,Manna Omni International,Best Choice Cold Sore Treatment,5451262489,Alor Setar,(244) 2245382,rkraut5y@illinois.edu,Rob Kraut,Somali,F,2022-05-11
56022258749856118,Stool Softener,"Dolgencorp, Inc. (DOLLAR GENERAL & REXALL)",Benicar Hct,9329122175,Portela,(406) 5056324,adenley5z@goodreads.com,Andrey Denley,Nepali,F,2022-01-10
3549312538509895,DawMist Antiperspirant Deodorant,Dukal Corporation,KETOROLAC TROMETHAMINE,2282040627,Houjiachuan,(301) 4634432,brabat60@prweb.com,Baxter Rabat,Papiamento,M,2022-06-28
201785298741870,Natrum Phos Kit Refill,Washington Homeopathic Products,FAMILY CARE HEMORRHOIDAL,6757464772,Wassa-Akropong,(832) 8857967,askillen61@mail.ru,Agna Skillen,Bosnian,F,2022-06-13
3587695972413050,H-Balm,Forces of Nature,Nizatidine,1365516202,Al Qubbah,(506) 8640211,gcicchelli62@wordpress.com,Grayce Cicchelli,Hiri Motu,F,2022-07-24
4026799076719086,Indium in 111 Oxyquinoline,Medi-Physics Inc. dba GE Healthcare.,good neighbor pharmacy all day allergy,2368050981,Capiíbary,(719) 9992693,bsage63@creativecommons.org,Batsheva Sage,Japanese,F,2022-01-05
5010124598773609,Crest Complete Multi-Benefit,Procter & Gamble Manufacturing Company,Potassium Chloride,0213615436,Xiamujiao,(800) 1190062,dmuckeen64@disqus.com,Dallas Muckeen,Amharic,F,2022-02-26
4041590741955,Atorvastatin Calcium,"Dispensing Solutions, Inc.",REVERDIR PTD ENERGY SERUM,1614366896,Lodwar,(403) 4514509,kberanek65@forbes.com,Kali Beranek,Afrikaans,M,2021-12-28
3553243050686568,Ramipril,Rebel Distributors Corp,Gabapentin,0666514119,Yabluniv,(186) 2206121,pworstall66@prweb.com,Phip Worstall,Lao,M,2022-07-07
3579623569374204,Butapap,"Mikart, Inc.",Femring,5415951512,Pondokwungu,(407) 3920472,mnorthgraves67@blinklist.com,Maryanne Northgraves,Swedish,F,2021-09-25
560221413236594025,American Elm,"Nelco Laboratories, Inc.",risperidone,8384200408,Taraju,(469) 3781737,gcantopher68@mashable.com,Garvy Cantopher,Estonian,M,2021-11-23
3579038248663200,ReHydration,Energetix Corp,ISOPROPYL RUBBING ALCOHOL,2039321861,Buynichy,(232) 8066913,ssinkin69@howstuffworks.com,Shellysheldon Sinkin,Guaraní,M,2021-11-03
491111574927240946,Labetalol HCl,Cantrell Drug Company,Nitroglycerin Transdermal System,4869227711,Lalupon,(226) 1476597,rbuddock6a@va.gov,Robbie Buddock,Luxembourgish,F,2021-12-23
4508946456685877,AVANDIA,GlaxoSmithKline LLC,HEPAR SULPHURIS CALCAREUM,4088788966,Huanren,(490) 4871378,acothey6b@is.gd,Alvinia Cothey,Azeri,F,2022-07-06
3561350994260838,Fluphenazine Hydrochloride,TYA Pharmaceuticals,Tartar control plus,4802360762,Mali Iđoš,(179) 2550855,iporteous6c@360.cn,Ignazio Porteous,Bislama,M,2022-04-16
342652052359648,Sulindac,"H.J. Harkins Company, Inc.",CellCept,1963067479,Port Maria,(714) 6639183,nrossant6d@craigslist.org,Nessi Rossant,Swedish,M,2021-10-30
201972903743802,Betaxolol,"Akorn, Inc.",SUPRANE,1282586335,Sokodé,(895) 3174704,cassandri6e@phpbb.com,Chicky Assandri,Somali,F,2022-05-09
3530228401350467,Carvedilol,"Physicians Total Care, Inc.",Mattifying Day Moisture Broad Spectrum SPF 15,1201038529,Pondokrejo Wetan,(233) 8322895,tgasparro6f@unblog.fr,Tallia Gasparro,German,M,2021-09-26
5578366420623122,Midazolam Hydrochloride,"Dispensing Solutions, Inc.",Hygienic Cleansing Pads,1866961837,Södra Sandby,(823) 2308050,jgeorgel6g@harvard.edu,Jamison Georgel,Hebrew,M,2022-03-26
63044152904451874,Lip Balm Vanilla,Teton Outfitters LLC dba Klim Aggressive Sledwear,levomefolate calcium and schizochytrium dha,9401565821,Grojec,(142) 2415341,ebills6h@istockphoto.com,Emelia Bills,Icelandic,M,2022-08-29
3574448955922100,Velvet Grass Pollen,"Allermed Laboratories, Inc.",Budpak First Aid,3276020688,Checca,(988) 3890492,dkightly6i@mit.edu,Dyane Kightly,Dzongkha,M,2021-10-07
5893520209281616855,Lasix,Sanofi-Aventis U.S. LLC,April Bath and Shower Cucumber Melon Scented Hand Sanitizer Anti-Bacterial,4498394283,Pereyaslovskaya,(415) 4682659,amoynham6j@businessweek.com,Anabella Moynham,Ndebele,M,2022-03-21
5048374658303781,Glytone Acne,"Genesis Pharmaceutical, Inc.",SAD Soother,9149883127,Armamar,(401) 4653760,idaubney6k@bigcartel.com,Ivor D'Aubney,Dutch,M,2021-09-30
5602249483524777,Hydrochlorothiazide,Contract Pharmacy Services-PA,Meijer Sunscreen SPF 15,0231284950,Loudi,(114) 6600138,lbovey6l@dailymotion.com,Lilla Bovey,Bulgarian,F,2022-04-03
5100178218157354,Creamsicle Hand Sanitizer,ENCHANTE ACCESSORIES INC.,Piroxicam,9709458795,Amphoe Sikhiu,(341) 3504496,rsakins6m@bravesites.com,Rubina Sakins,Pashto,M,2022-03-09
5595072406823525,Aquafresh,GlaxoSmithKline Consumer Healthcare LP,Solves - aspirin,0762193107,Pingdingbu,(457) 7009392,rklimentyonok6n@artisteer.com,Rustin Klimentyonok,Montenegrin,F,2022-05-11
372301535664892,Penicillin V Potassium,Teva Pharmaceuticals USA Inc,Neomycin and Polymyxin B Sulfates and Hydrocortisone,7108370395,Xincun,(650) 4438903,blayton6o@usa.gov,Beck Layton,Portuguese,M,2021-09-25
3528367432677268,"Carbidopa, Levodopa, and Entacapone",Sandoz Inc,Zaleplon,7380428799,Kiffa,(308) 7096573,dlangforth6p@youtu.be,Dinny Langforth,Japanese,F,2022-04-17
3551871415093203,Irbesartan and Hydrochlorothiazide,"Roxane Laboratories, Inc.",Donepezil hydrochloride,6904400129,Minusinsk,(315) 4479909,fwoodyeare6q@paypal.com,Francklyn Woodyeare,Montenegrin,M,2021-12-21
5048370061222477,Ampicillin,"C.O. Truxton, Inc.",Promethazine Hydrochloride,6517114963,Mabai,(247) 2655530,mjaques6r@skyrock.com,Myrta Jaques,Quechua,F,2022-08-12
3547583272152108,7 Select Ibuprofen PM,7-Eleven,Advanced,8566836200,Nowa Góra,(764) 1199776,elacer6s@weibo.com,Erinn Lacer,Korean,M,2022-07-31
3528314065549455,Ella,"Watson Pharma, Inc.",LIQUIDAMBAR STYRACIFLUA POLLEN,8567397707,Baikouquan,(896) 9747982,tlarrosa6t@prlog.org,Teresina Larrosa,Dhivehi,F,2021-12-18
5007662035213478,Duloxetine,REMEDYREPACK INC.,Witch Hazel,7764623814,Baligród,(565) 3431397,dseverns6u@pcworld.com,Dillie Severns,Persian,M,2022-01-03
4405325546762687,nasal decongestant,Rebel Distributors Corp,Acetylcysteine,5559885274,Binzhou,(473) 2712551,fdispencer6v@mail.ru,Farlee Dispencer,Finnish,M,2022-05-14
374622688457828,Oral-B Minute-Foam Banana Splitz,Oral-B Laboratories,Amazonian Colored Clay Foundation Broad Spectrum SPF 15 Sunscreen,2618296613,Pulau Pinang,(398) 4627843,dbushen6w@mozilla.com,Devora Bushen,Norwegian,M,2022-08-25
4917862601366633,Softlips Intense Moisture Berry Mint,The Mentholatum Company,Crestor,0622163582,Mullovka,(753) 3208968,imainds6x@theglobeandmail.com,Iggy Mainds,Latvian,M,2022-07-09
30528935917124,SORE THROAT,Natural Health Supply,healthy accents tioconazole 1,3988503665,Peuara,(247) 6672387,ebeacock6y@oaic.gov.au,Eba Beacock,Georgian,F,2022-09-05
5641820027846679,Acyclovir,AvPAK,Ultracare Anesthetic,3517377546,Xuhui,(960) 1142981,cughini6z@seattletimes.com,Cathrine Ughini,Irish Gaelic,F,2021-10-30
675955313933745623,Doxycycline Hyclate Capsules,Hikma Pharmaceutical,Fungicure,9154670632,Sibaté,(576) 5455197,gcutajar70@nifty.com,Grenville Cutajar,Norwegian,M,2022-03-23
30331363652796,Sulwhasoo EVENFAIR SMOOTHING MAKEUP BASE NO. 2,AMOREPACIFIC,laura mercier Tinted Moisturizer Creme Compact Broad Spectrum SPF 20 Sunscreen TAWNY,9116268660,Jaroměřice nad Rokytnou,(982) 9471069,bbanke71@drupal.org,Blakelee Banke,Macedonian,M,2022-08-06
5002352807147246,Corvert,Pharmacia and Upjohn Company,Diltiazem Hydrochloride,3224918942,Concepción Tutuapa,(804) 1812093,rmaccourt72@a8.net,Rutter MacCourt,Latvian,M,2021-10-21
630418347834482171,Gastrolean,NARTEX LABORATORIOS HOMEOPATICOS SA DE CV,PENTOXIFYLLINE,9692547590,Dawan,(597) 5325673,bstidson73@ox.ac.uk,Britt Stidson,Croatian,F,2022-02-12
3588112859616929,extra moisturizing,Publix Super Markets Inc,flormar REBORN BB SUNSCREEN BROAD SPECTRUM SPF 30 CP10 Classic Beige,9077593500,Sionogan,(312) 6705071,rlabdon74@comcast.net,Rodina Labdon,Maltese,F,2022-03-20
6759996402960223104,La Roche Posay Laboratoire Dermatologique Pigmentclar Daily Dark Spot Correcting Moisturizer Broad Spectrum SPF 30 Sunscreen,L'Oreal USA Products Inc,Ergocalciferol,2487279281,Flen,(469) 3046318,ddrogan75@topsy.com,Dyana Drogan,Tswana,M,2022-01-17
4175006997635238,Celazome Moisturizing Sunscreen with SPF 30,"Dermazone Solutions, LLC",Witch Hazel,9226176728,Xianghu,(539) 4803097,swhannel76@xrea.com,Sigismundo Whannel,Persian,M,2022-05-20
377780818003586,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","Physicians Total Care, Inc.",Nystatin and Triamcinolone Acetonide,8596515070,Minneapolis,(612) 6172554,bmaccheyne77@myspace.com,Brynna MacCheyne,German,M,2022-05-14
4405508800867223,Arnica Aurum 15/10 Special Order,Uriel Pharmacy Inc.,VIRACEPT,7599589791,Jambeyan,(614) 6028770,lwaddilow78@fema.gov,Lorrie Waddilow,Yiddish,M,2021-10-12
3535273270431191,Furosemide,REMEDYREPACK INC.,temazepam,3213714380,Pokrovo-Prigorodnoye,(888) 7825029,gfrayne79@arizona.edu,Granny Frayne,Sotho,M,2022-01-13
5100139003418476,Fentanyl,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,Nasal Decongestant PE,2728228639,Koumac,(406) 3473597,kmarkwelley7a@devhub.com,Kliment Markwelley,Papiamento,F,2022-02-13
3580363848157867,RYTHMOL,GlaxoSmithKline LLC,Dextroamphetamine Sulfate,9619845250,Tromsø,(439) 9869451,bbendin7b@theatlantic.com,Bryan Bendin,Spanish,F,2021-10-17
5002356672657957,Bald Cypress,"Nelco Laboratories, Inc.",Jute,9095099792,Caijiagang,(182) 5234955,rkarran7c@is.gd,Rikki Karran,Telugu,F,2022-08-11
4917741788719170,Sotalol Hydrochloride,Apotex Corp.,Eucerin Eczema Relief Body,3476497194,Maqiu,(797) 8852479,skatte7d@xrea.com,Saraann Katte,Hindi,M,2022-06-13
3528047292047105,HYDRALAZINE HYDROCHLORIDE,Rebel Distributors Corp,Antispetic,7112013399,Goodlands,(973) 2582969,gkamen7e@csmonitor.com,Gawain Kamen,Afrikaans,F,2022-05-26
3588770420662332,Hydrochlorothiazide,Accord Healthcare Inc.,BeneFIX,6883470727,Munsan,(913) 6237831,jsycamore7f@wikipedia.org,Jeane Sycamore,Kannada,M,2021-12-07
5100137555523560,bareMinerals Ready SPF 15,Bare Escentuals Beauty Inc.,Sennazon,8135742789,Yuanjue,(311) 5180846,scheltnam7g@elegantthemes.com,Shell Cheltnam,Korean,F,2021-11-06
